ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1466	"ENSG00000131828.14"	"PDHA1"	chrX	+	19355348	19355504	19353081	19353173	19355685	19355757	1466	1716,812,1163	0,2,0	834,409,403	0,0,0	298	149	1	1.0	1.0,0.995,1.0	1.0,1.0,1.0	-0.002
1467	"ENSG00000173698.18"	"ADGRG2"	chrX	-	18994895	18995048	18989306	18991048	18996050	18996152	1467	114,2,8	42,0,0	42,0,8	11,0,7	298	149	1	1.0	0.576,1.0,1.0	0.656,NA,0.364	0.349
1468	"ENSG00000173698.18"	"ADGRG2"	chrX	-	18996050	18996152	18989308	18991048	18998995	18999279	1468	159,0,0	1,0,0	32,0,13	0,0,0	251	149	1	1.0	0.99,NA,NA	1.0,NA,1.0	-0.01
1469	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19007234	19007357	19006219	19006265	19009625	19009782	1469	68,2,3	1,0,0	15,0,2	0,0,0	272	149	1	1.0	0.974,1.0,1.0	1.0,NA,1.0	-0.009
1470	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19007979	19008123	19007234	19007357	19009625	19009782	1470	124,0,2	1,0,0	29,0,2	0,0,0	293	149	1	1.0	0.984,NA,1.0	1.0,NA,1.0	-0.008
1471	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19009625	19009782	19007979	19008123	19010612	19010778	1471	189,0,2	2,0,0	29,0,5	0,0,0	298	149	1	1.0	0.979,NA,1.0	1.0,NA,1.0	-0.01
1472	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19013685	19014074	19010612	19010778	19019598	19019665	1472	268,0,0	2,0,0	59,0,8	0,0,0	298	149	1	1.0	0.985,NA,NA	1.0,NA,1.0	-0.015
1473	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19033612	19033654	19030983	19031037	19035941	19035977	1473	76,0,0	23,0,0	2,0,2	3,0,0	191	149	1	1.0	0.72,NA,NA	0.342,NA,1.0	0.049
1474	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19035941	19035977	19030983	19031037	19040188	19040224	1474	26,0,0	5,0,0	3,0,1	0,0,0	185	149	1	1.0	0.807,NA,NA	1.0,NA,1.0	-0.193
1476	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19037466	19037490	19035941	19035977	19040188	19040224	1476	21,0,0	19,0,0	0,0,0	0,0,1	173	149	1	1.0	0.488,NA,NA	NA,NA,0.0	0.488
1477	"ENSG00000173698.18"	"ADGRG2"	chrX	-	19037588	19037636	19035941	19035977	19040188	19040224	1477	23,0,0	19,0,0	0,0,0	0,0,1	197	149	1	1.0	0.478,NA,NA	NA,NA,0.0	0.478
1481	"ENSG00000286724.1"	"ENSG00000286724"	chrX	+	19051703	19052145	19050834	19050981	19054931	19055716	1481	0,0,1	0,0,1	0,2,0	0,0,2	298	149	1	1.0	NA,NA,0.333	NA,1.0,0.0	-0.167
1482	"ENSG00000044446.12"	"PHKA2"	chrX	-	18895137	18895191	18894081	18894404	18897162	18897333	1482	167,146,163	2,0,0	183,121,108	0,0,0	203	149	1	1.0	0.984,1.0,1.0	1.0,1.0,1.0	-0.005
1483	"ENSG00000044446.12"	"PHKA2"	chrX	-	18899172	18899226	18897162	18897333	18900669	18900699	1483	53,23,53	0,0,0	43,29,26	4,0,2	203	149	0.0463609512308	0.387894855088605	1.0,1.0,1.0	0.888,1.0,0.905	0.069
1484	"ENSG00000044446.12"	"PHKA2"	chrX	-	18900669	18900699	18897162	18897333	18901484	18901603	1484	18,6,22	7,57,0	21,14,13	0,24,0	179	149	0.145129131852	0.8944169478664374	0.682,0.081,1.0	1.0,0.327,1.0	-0.188
1485	"ENSG00000044446.12"	"PHKA2"	chrX	-	18901484	18901603	18897162	18897333	18905757	18905859	1485	139,174,103	2,3,0	97,96,56	0,4,0	268	149	0.910745822035	1.0	0.975,0.97,1.0	1.0,0.93,1.0	0.005
1486	"ENSG00000044446.12"	"PHKA2"	chrX	-	18902791	18902910	18901484	18901603	18905757	18905815	1486	4,4,0	145,129,123	20,22,4	110,78,62	268	149	1.75057746077e-11	5.153632714604543e-09	0.015,0.017,0.0	0.092,0.136,0.035	-0.077
1487	"ENSG00000044446.12"	"PHKA2"	chrX	-	18902817	18902910	18901484	18901603	18905757	18905859	1487	2,0,0	145,129,123	6,1,0	110,78,62	242	149	0.618229531381	1.0	0.008,0.0,0.0	0.032,0.008,0.0	-0.011
1488	"ENSG00000044446.12"	"PHKA2"	chrX	-	18918680	18918854	18910871	18910960	18920031	18920201	1488	258,169,66	0,4,0	162,166,143	0,2,0	298	149	0.874795117242	1.0	1.0,0.955,1.0	1.0,0.976,1.0	-0.007
1489	"ENSG00000044446.12"	"PHKA2"	chrX	-	18918680	18918854	18910871	18910960	18924055	18924134	1489	112,65,30	1,0,0	66,54,41	0,0,0	298	149	1	1.0	0.982,1.0,1.0	1.0,1.0,1.0	-0.006
1490	"ENSG00000044446.12"	"PHKA2"	chrX	-	18920031	18920201	18910871	18910960	18924055	18924134	1490	109,78,48	1,0,0	95,56,44	0,0,0	298	149	1	1.0	0.982,1.0,1.0	1.0,1.0,1.0	-0.006
1491	"ENSG00000044446.12"	"PHKA2"	chrX	-	18920031	18920201	18918680	18918854	18924055	18924134	1491	259,182,84	4,4,0	195,166,150	4,0,4	298	149	0.951357966323	1.0	0.97,0.958,1.0	0.961,1.0,0.949	0.006
1492	"ENSG00000044446.12"	"PHKA2"	chrX	-	18924380	18924525	18924055	18924134	18925667	18925777	1492	205,133,77	0,0,0	133,103,63	7,0,5	294	149	0.000103825007858	0.0032690570038975296	1.0,1.0,1.0	0.906,1.0,0.865	0.076
1493	"ENSG00000044446.12"	"PHKA2"	chrX	-	18931640	18931748	18929227	18929306	18936054	18936150	1493	93,99,34	0,4,0	82,59,34	0,0,0	257	149	0.408779560827	1.0	1.0,0.935,1.0	1.0,1.0,1.0	-0.022
1494	"ENSG00000044446.12"	"PHKA2"	chrX	-	18943709	18943808	18941528	18941675	18945077	18945158	1494	123,103,28	7,0,0	77,64,61	0,0,0	248	149	0.116314936934	0.7622606515835855	0.913,1.0,1.0	1.0,1.0,1.0	-0.029
1495	"ENSG00000044446.12"	"PHKA2"	chrX	-	18945077	18945158	18941528	18941675	18948743	18948826	1495	42,34,3	0,0,0	19,15,11	0,2,0	230	149	1	1.0	1.0,1.0,1.0	1.0,0.829,1.0	0.057
1496	"ENSG00000044446.12"	"PHKA2"	chrX	-	18951103	18951272	18948743	18948826	18952493	18952541	1496	118,90,15	0,7,4	51,51,47	3,7,2	298	149	0.477459964932	1.0	1.0,0.865,0.652	0.895,0.785,0.922	-0.028
1497	"ENSG00000044446.12"	"PHKA2"	chrX	-	18952493	18952541	18951103	18951272	18954253	18954412	1497	96,56,19	0,2,0	45,38,40	0,0,0	197	149	1	1.0	1.0,0.955,1.0	1.0,1.0,1.0	-0.015
1498	"ENSG00000102098.19"	"SCML2"	chrX	-	18242438	18242590	18239312	18241379	18246576	18246755	1498	87,151,2	20,56,0	17,38,0	2,23,0	298	149	1	1.0	0.685,0.574,1.0	0.81,0.452,NA	0.122
1499	"ENSG00000102098.19"	"SCML2"	chrX	-	18247768	18247882	18246576	18246828	18256847	18257030	1499	120,255,0	2,0,0	17,62,4	0,0,0	263	149	1	1.0	0.971,1.0,NA	1.0,1.0,1.0	-0.014
1500	"ENSG00000102098.19"	"SCML2"	chrX	-	18256847	18257030	18247768	18247882	18258043	18258247	1500	133,266,4	5,0,0	17,78,4	0,0,0	298	149	0.5219510117	1.0	0.93,1.0,1.0	1.0,1.0,1.0	-0.023
1501	"ENSG00000188158.17"	"NHS"	chrX	+	17719343	17719406	17692334	17692468	17721440	17721633	1501	44,25,2	2,0,0	9,4,35	0,0,2	212	149	1	1.0	0.939,1.0,1.0	1.0,1.0,0.925	0.005
1502	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852045	16852122	16848990	16849301	16852550	16852628	1502	1877,856,1723	0,0,0	858,633,761	2,0,0	226	149	1	1.0	1.0,1.0,1.0	0.996,1.0,1.0	0.001
1503	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852415	16852550	16852045	16852122	16852748	16852875	1503	123,39,84	0,0,0	15,8,15	0,0,2	284	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.797	0.068
1504	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852550	16852628	16848990	16849301	16857593	16857602	1504	0,0,3	2,0,0	2,0,0	0,0,0	227	149	1	1.0	0.0,NA,1.0	1.0,NA,NA	-0.5
1505	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852550	16852628	16852045	16852122	16852748	16852875	1505	2055,893,1746	0,0,0	862,651,876	0,0,2	227	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
1506	"ENSG00000102054.18"	"RBBP7"	chrX	-	16853681	16853842	16848990	16849301	16857593	16857602	1506	2108,927,1327	2,0,0	877,584,768	0,0,0	298	149	1	1.0	0.998,1.0,1.0	1.0,1.0,1.0	-0.001
1507	"ENSG00000102054.18"	"RBBP7"	chrX	-	16862954	16863100	16858675	16858822	16869075	16869220	1507	1216,547,551	0,0,0	449,343,504	0,0,1	295	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.996	0.001
1508	"ENSG00000102054.18"	"RBBP7"	chrX	-	16862954	16863100	16858675	16858849	16869075	16869220	1508	2992,1445,1412	1,0,0	1121,855,1374	0,2,1	295	149	1	1.0	0.999,1.0,1.0	1.0,0.995,0.999	0.002
1509	"ENSG00000086712.13"	"TXLNG"	chrX	+	16828093	16828264	16820163	16820255	16829575	16829770	1509	319,225,65	1,0,0	104,132,135	0,0,1	298	149	1	1.0	0.994,1.0,1.0	1.0,1.0,0.985	0.003
1510	"ENSG00000086712.13"	"TXLNG"	chrX	+	16834282	16834357	16832622	16832742	16837592	16837685	1510	237,193,56	0,0,0	90,111,81	2,0,0	224	149	1	1.0	1.0,1.0,1.0	0.968,1.0,1.0	0.011
1511	"ENSG00000169895.6"	"SYAP1"	chrX	+	16756662	16756721	16754944	16755093	16757161	16757309	1511	1020,399,702	0,0,2	390,323,375	0,0,0	208	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
1512	"ENSG00000169895.6"	"SYAP1"	chrX	+	16757161	16757309	16756662	16756721	16760231	16765340	1512	1462,628,1076	0,0,0	557,441,579	0,0,2	297	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.993	0.002
1514	"ENSG00000182287.15"	"AP1S2"	chrX	-	15828191	15828200	15825805	15827372	15845378	15845516	1514	0,2,0	122,423,37	0,0,0	64,788,282	158	149	1	1.0	0.0,0.004,0.0	0.0,0.0,0.0	0.001
1515	"ENSG00000182287.15"	"AP1S2"	chrX	-	15831451	15831568	15828191	15828200	15845378	15845516	1515	12,171,0	0,2,0	12,386,5	0,0,0	266	149	1	1.0	1.0,0.98,NA	1.0,1.0,1.0	-0.01
1516	"ENSG00000182287.15"	"AP1S2"	chrX	-	15833443	15833524	15827028	15827372	15845378	15845516	1516	12,130,0	122,423,37	2,33,0	64,788,282	230	149	1.59250390652e-12	5.946098854476115e-10	0.06,0.166,0.0	0.02,0.026,0.0	0.06
1517	"ENSG00000182287.15"	"AP1S2"	chrX	-	15833443	15833524	15830231	15831568	15845378	15845516	1517	28,274,0	13,185,0	9,86,2	14,425,6	230	149	1	1.0	0.583,0.49,NA	0.294,0.116,0.178	0.341
1518	"ENSG00000182287.15"	"AP1S2"	chrX	-	15833443	15833524	15831289	15833007	15845378	15845516	1518	16,149,0	3,37,0	2,45,0	0,50,0	230	149	1	1.0	0.776,0.723,NA	1.0,0.368,NA	0.066
1521	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15675689	15675778	15674931	15674968	15688660	15688858	1521	60,44,93	0,0,7	25,40,61	0,0,0	238	149	0.0683367077769	0.5168045159889354	1.0,1.0,0.893	1.0,1.0,1.0	-0.036
1522	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15675689	15675778	15674972	15675024	15688660	15688858	1522	60,44,95	0,0,0	29,42,61	2,0,0	238	149	1	1.0	1.0,1.0,1.0	0.901,1.0,1.0	0.033
1523	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15675689	15675778	15675545	15675572	15688660	15688858	1523	60,44,93	2,8,13	25,44,59	3,4,4	238	149	0.39076427912	1.0	0.949,0.775,0.817	0.839,0.873,0.902	-0.024
1524	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15681000	15681047	15675714	15675778	15688660	15688858	1524	37,4,13	66,50,98	6,10,21	25,45,61	196	149	0.488622705009	1.0	0.299,0.057,0.092	0.154,0.145,0.207	-0.019
1525	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15688660	15688858	15675689	15675778	15697239	15697460	1525	78,56,100	1,0,0	28,45,63	0,0,0	298	149	1	1.0	0.975,1.0,1.0	1.0,1.0,1.0	-0.008
1526	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15691137	15691241	15688660	15688858	15692962	15693058	1526	1,2,0	67,45,85	0,4,5	29,82,55	253	149	0.104017262063	0.7032143870418839	0.009,0.026,0.0	0.0,0.028,0.051	-0.015
1527	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15692962	15693058	15688660	15688858	15697239	15697460	1527	84,66,109	12,6,2	43,100,69	3,0,2	245	149	0.00233091622158	0.03886197350215595	0.81,0.87,0.971	0.897,1.0,0.955	-0.067
1528	"ENSG00000290746.1"	"CA5BP1"	chrX	+	15692962	15693058	15688660	15688858	15702781	15703349	1528	75,42,121	25,24,53	36,96,83	23,12,53	245	149	0.740612927158	1.0	0.646,0.516,0.581	0.488,0.83,0.488	-0.021
1529	"ENSG00000285602.1"	"ENSG00000285602"	chrX	-	15644915	15645029	15639561	15639756	15659015	15659101	1529	50,40,0	2,0,0	24,50,7	0,0,0	263	149	1	1.0	0.934,1.0,NA	1.0,1.0,1.0	-0.033
1534	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331299	15325913	15326046	15331873	15331992	1534	35,11,2	0,0,0	16,10,3	0,7,0	233	149	0.00446423399724	0.06398611850899662	1.0,1.0,1.0	1.0,0.477,1.0	0.174
1535	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15325913	15326046	15335500	15335523	1535	73,35,8	2,0,0	27,30,17	0,0,0	298	149	1	1.0	0.948,1.0,1.0	1.0,1.0,1.0	-0.017
1536	"ENSG00000165195.16"	"PIGA"	chrX	-	15331589	15331992	15325913	15326046	15335500	15335503	1536	32,24,3	2,0,0	11,24,17	0,0,0	298	149	1	1.0	0.889,1.0,1.0	1.0,1.0,1.0	-0.037
1537	"ENSG00000165195.16"	"PIGA"	chrX	-	15331819	15331992	15325913	15326046	15335500	15335544	1537	28,20,3	2,0,0	6,15,15	0,0,0	298	149	1	1.0	0.875,1.0,1.0	1.0,1.0,1.0	-0.042
1538	"ENSG00000165195.16"	"PIGA"	chrX	-	15331873	15331992	15325606	15326046	15335500	15335523	1538	6,4,3	2,0,0	2,9,0	0,0,0	268	149	1	1.0	0.625,1.0,1.0	1.0,1.0,NA	-0.125
1539	"ENSG00000102048.16"	"ASB9"	chrX	-	15248682	15248935	15243986	15244630	15250429	15250534	1539	190,149,142	0,2,0	125,20,7	2,0,0	298	149	1	1.0	1.0,0.974,1.0	0.969,1.0,1.0	0.002
1540	"ENSG00000102048.16"	"ASB9"	chrX	-	15248743	15248935	15243986	15244630	15250429	15250564	1540	159,141,101	0,2,0	68,24,8	2,0,0	298	149	1	1.0	1.0,0.972,1.0	0.944,1.0,1.0	0.009
1541	"ENSG00000102048.16"	"ASB9"	chrX	-	15269780	15270009	15258865	15258945	15270118	15270159	1541	184,138,91	0,0,0	77,39,11	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.951,1.0	0.016
1542	"ENSG00000130150.12"	"MOSPD2"	chrX	+	14915667	14915764	14914502	14914599	14916196	14916326	1542	89,58,34	0,0,0	119,76,133	0,0,1	246	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.988	0.004
1544	"ENSG00000046651.16"	"OFD1"	chrX	+	13736107	13736296	13735247	13735346	13736477	13736678	1544	0,3,0	68,16,4	4,0,10	65,34,34	298	149	0.00900456146135	0.11022487572942795	0.0,0.086,0.0	0.03,0.0,0.128	-0.024
1545	"ENSG00000046651.16"	"OFD1"	chrX	+	13736477	13736545	13735263	13735346	13736655	13736678	1545	28,5,4	0,0,0	22,11,18	0,0,2	217	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.861	0.046
1546	"ENSG00000046651.16"	"OFD1"	chrX	+	13740088	13740213	13739001	13739032	13744414	13744519	1546	0,0,0	53,6,4	2,4,0	35,6,9	274	149	0.0904792016378	0.6365979897933749	0.0,0.0,0.0	0.03,0.266,0.0	-0.099
1548	"ENSG00000046651.16"	"OFD1"	chrX	+	13744911	13745139	13744414	13744519	13746318	13746455	1548	2,0,0	50,10,4	0,0,0	43,53,31	298	149	1	1.0	0.02,0.0,0.0	0.0,0.0,0.0	0.007
1549	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13749426	13749533	13752703	13753441	1549	65,14,5	0,2,0	82,74,28	2,1,2	269	149	0.51898220416	1.0	1.0,0.795,1.0	0.958,0.976,0.886	-0.008
1550	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13749426	13749533	13753367	13753441	1550	123,17,15	14,7,2	101,57,43	18,1,23	269	149	0.925943575609	1.0	0.83,0.574,0.806	0.757,0.969,0.509	-0.008
1551	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13749426	13749533	13756577	13756767	1551	63,12,3	0,0,0	67,53,17	1,0,1	269	149	1	1.0	1.0,1.0,1.0	0.974,1.0,0.904	0.041
1552	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13751248	13751368	13756577	13756767	1552	77,25,20	0,0,0	67,69,52	2,0,0	298	149	1	1.0	1.0,1.0,1.0	0.944,1.0,1.0	0.019
1553	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13758448	13757659	13757790	13760114	13760720	1553	113,52,49	2,0,0	177,165,79	2,0,0	261	149	1	1.0	0.97,1.0,1.0	0.981,1.0,1.0	-0.004
1554	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13762343	13762444	13767126	13767284	1554	167,85,144	34,20,20	280,233,116	59,20,11	260	149	0.124492944202	0.8006253124663667	0.738,0.709,0.805	0.731,0.87,0.858	-0.069
1555	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13762343	13762444	13768053	13768224	1555	63,28,70	1,0,0	132,92,51	0,0,0	260	149	1	1.0	0.973,1.0,1.0	1.0,1.0,1.0	-0.009
1556	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13767284	13762343	13762444	13768053	13768224	1556	106,49,77	1,0,0	133,72,73	0,0,0	298	149	1	1.0	0.981,1.0,1.0	1.0,1.0,1.0	-0.006
1557	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13767284	13763744	13763855	13768053	13768224	1557	178,86,131	2,0,0	222,193,129	0,0,2	298	149	1	1.0	0.978,1.0,1.0	1.0,1.0,0.97	0.003
1558	"ENSG00000123595.8"	"RAB9A"	chrX	+	13703734	13703902	13689160	13689288	13708720	13708817	1558	127,61,67	76,50,27	59,40,59	43,43,46	298	149	0.104585394661	0.7060317408096957	0.455,0.379,0.554	0.407,0.317,0.391	0.091
1559	"ENSG00000123595.8"	"RAB9A"	chrX	+	13703813	13703902	13689127	13689288	13708720	13710504	1559	353,178,143	76,50,27	153,117,153	43,43,46	238	149	0.0459161359361	0.38515712799527696	0.744,0.69,0.768	0.69,0.63,0.676	0.069
1561	"ENSG00000176896.9"	"TCEANC"	chrX	+	13659651	13659768	13655288	13655373	13662500	13665385	1561	3,13,0	0,0,0	14,2,6	0,0,2	266	149	1	1.0	1.0,1.0,NA	1.0,1.0,0.627	0.124
1562	"ENSG00000176896.9"	"TCEANC"	chrX	+	13660865	13661122	13659651	13659768	13662500	13663564	1562	10,11,1	0,2,0	5,3,9	8,0,0	298	149	0.0626859000663	0.4862349867019457	1.0,0.733,1.0	0.238,1.0,1.0	0.165
1563	"ENSG00000176896.9"	"TCEANC"	chrX	+	13661027	13661122	13655288	13655373	13662500	13664710	1563	7,10,1	0,0,0	5,1,9	0,0,2	244	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.733	0.089
1564	"ENSG00000176896.9"	"TCEANC"	chrX	+	13661027	13661122	13659651	13659768	13662500	13664710	1564	8,10,1	0,2,0	7,5,9	8,0,0	244	149	0.0444274517721	0.37563354037245666	1.0,0.753,1.0	0.348,1.0,1.0	0.135
1565	"ENSG00000176896.9"	"TCEANC"	chrX	+	13661030	13661122	13659651	13659768	13662500	13665409	1565	7,10,1	0,2,0	5,1,9	8,0,0	241	149	0.0570696491575	0.4533674906775791	1.0,0.756,1.0	0.279,1.0,1.0	0.159
1566	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154412085	154412214	154411523	154411952	154413206	154413252	1566	452,135,141	0,0,0	274,222,214	0,1,0	278	149	1	1.0	1.0,1.0,1.0	1.0,0.992,1.0	0.003
1569	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154414100	154414190	154413481	154413567	154419542	154419623	1569	80,72,29	125,42,53	43,17,18	105,87,70	239	149	0.000122720782939	0.0037317385621307626	0.285,0.517,0.254	0.203,0.109,0.138	0.202
1570	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154414100	154414190	154413481	154413567	154420031	154420094	1570	17,19,10	1,0,0	6,3,1	2,0,0	239	149	1	1.0	0.914,1.0,1.0	0.652,1.0,1.0	0.087
1572	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154418545	154418602	154414100	154414190	154419542	154419623	1572	1,0,0	65,54,23	0,0,0	37,18,18	206	149	1	1.0	0.011,0.0,0.0	0.0,0.0,0.0	0.004
1573	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419623	154412919	154413567	154420031	154420094	1573	152,56,57	1,0,0	108,85,68	2,0,0	230	149	1	1.0	0.99,1.0,1.0	0.972,1.0,1.0	0.006
1574	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419623	154414100	154414190	154420031	154420094	1574	112,67,30	2,0,4	60,30,24	0,0,2	230	149	0.217736200165	1.0	0.973,1.0,0.829	1.0,1.0,0.886	-0.028
1575	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419746	154413481	154413567	154420031	154420094	1575	137,52,49	1,0,0	120,93,87	2,0,0	298	149	1	1.0	0.986,1.0,1.0	0.968,1.0,1.0	0.006
1576	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419746	154414100	154414190	154420031	154420094	1576	98,69,26	2,0,4	70,35,50	0,0,2	298	149	0.0822660495094	0.592927516722976	0.961,1.0,0.765	1.0,1.0,0.926	-0.067
1577	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419704	154419746	154419542	154419623	154420031	154420094	1577	106,22,33	84,27,31	51,35,48	35,21,20	191	149	0.0306051995508	0.28299272640938444	0.496,0.389,0.454	0.532,0.565,0.652	-0.137
1578	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154420211	154420264	154418876	154420094	154420657	154420735	1578	415,208,180	2,0,1	302,292,203	0,0,0	202	149	1	1.0	0.994,1.0,0.993	1.0,1.0,1.0	-0.004
1582	"ENSG00000005302.19"	"MSL3"	chrX	+	11760402	11760498	11759401	11759875	11760836	11760937	1582	234,206,69	0,0,0	87,129,75	0,0,2	245	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.958	0.014
1583	"ENSG00000005302.19"	"MSL3"	chrX	+	11761499	11761582	11760836	11760937	11762129	11762219	1583	259,270,126	1,0,0	111,201,84	0,0,0	232	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
1587	"ENSG00000005302.19"	"MSL3"	chrX	+	11766960	11767169	11765537	11765729	11768572	11769102	1587	9,0,2	165,117,72	4,0,8	75,61,31	298	149	0.0874231544298	0.6206298005490801	0.027,0.0,0.014	0.026,0.0,0.114	-0.033
1597	"ENSG00000234129.10"	"HCCS-DT"	chrX	-	11038602	11038655	10847577	10848804	11055935	11056036	1597	0,0,4	0,2,0	0,0,0	1,0,0	202	149	1	1.0	NA,0.0,1.0	0.0,NA,NA	0.5
1601	"ENSG00000234129.10"	"HCCS-DT"	chrX	-	11038602	11038655	10969855	10970538	11055935	11056036	1601	0,0,2	0,0,0	0,0,0	0,0,4	202	149	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1602	"ENSG00000234129.10"	"HCCS-DT"	chrX	-	11055935	11056036	11038538	11038655	11106900	11106990	1602	1,9,4	0,0,2	4,4,0	0,0,0	250	149	1	1.0	1.0,1.0,0.544	1.0,1.0,NA	-0.152
1604	"ENSG00000234129.10"	"HCCS-DT"	chrX	-	11055935	11056041	11038568	11038655	11106900	11106990	1604	3,7,6	0,0,2	2,2,2	0,0,0	255	149	1	1.0	1.0,1.0,0.637	1.0,1.0,1.0	-0.121
1606	"ENSG00000073464.13"	"CLCN4"	chrX	+	10185021	10185176	10158288	10158551	10187514	10187614	1606	40,10,20	0,2,0	25,6,47	0,0,0	298	149	1	1.0	1.0,0.714,1.0	1.0,1.0,1.0	-0.095
1610	"ENSG00000073464.13"	"CLCN4"	chrX	+	10228345	10228595	10220660	10220877	10233493	10234746	1610	0,0,0	49,13,33	0,0,2	28,13,39	298	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.025	-0.008
1611	"ENSG00000047644.20"	"WWC3"	chrX	+	10109777	10110020	10098505	10098579	10116417	10116507	1611	129,87,10	2,0,0	20,61,82	0,0,0	298	149	1	1.0	0.97,1.0,1.0	1.0,1.0,1.0	-0.01
1612	"ENSG00000047644.20"	"WWC3"	chrX	+	10126113	10126306	10125023	10125110	10127987	10128161	1612	170,118,33	0,0,2	45,92,129	2,0,0	298	149	1	1.0	1.0,1.0,0.892	0.918,1.0,1.0	-0.009
1613	"ENSG00000047644.20"	"WWC3"	chrX	+	10129955	10130121	10128556	10128708	10134431	10134596	1613	232,151,26	1,0,0	78,116,174	0,0,0	298	149	1	1.0	0.991,1.0,1.0	1.0,1.0,1.0	-0.003
1614	"ENSG00000146938.16"	"NLGN4X"	chrX	-	5909053	5909239	5903076	5903866	6029279	6029432	1614	1,526,0	0,1,0	0,52,1	0,0,0	298	149	1	1.0	1.0,0.996,NA	NA,1.0,1.0	-0.002
1615	"ENSG00000146938.16"	"NLGN4X"	chrX	-	6029279	6029432	5909053	5909239	6150994	6151771	1615	0,590,2	0,0,0	0,63,1	0,2,0	298	149	1	1.0	NA,1.0,1.0	NA,0.94,1.0	0.03
1616	"ENSG00000146938.16"	"NLGN4X"	chrX	-	6032690	6032750	6029279	6029432	6150994	6151466	1616	0,3,0	0,298,2	0,0,0	0,34,0	209	149	1	1.0	NA,0.007,0.0	NA,0.0,NA	0.004
1620	"ENSG00000285756.2"	"ENSG00000285756"	chrX	-	3818441	3818500	3817527	3817778	3822373	3822580	1620	103,119,0	4,0,0	146,120,0	4,0,0	208	149	1	1.0	0.949,1.0,NA	0.963,1.0,NA	-0.007
1621	"ENSG00000285756.2"	"ENSG00000285756"	chrX	-	3818441	3818500	3817527	3817778	3828505	3829387	1621	106,80,0	2,11,0	114,96,0	18,9,0	208	149	1	1.0	0.974,0.839,NA	0.819,0.884,NA	0.055
