ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
757	"ENSG00000104907.13"	"TRMT1"	chr19	-	13116145	13116340	13116186	13116340	13115996	13116052	757	442,682,376	0,15,8	339,729,402	2,8,0	190	149	0.0610378123201	0.33647994683711113	1.0,0.973,0.974	0.993,0.986,1.0	-0.011
758	"ENSG00000104907.13"	"TRMT1"	chr19	-	13116145	13116431	13116171	13116431	13115996	13116052	758	433,658,361	0,0,2	332,700,374	0,0,0	175	149	1	1.0	1.0,1.0,0.994	1.0,1.0,1.0	-0.002
759	"ENSG00000104907.13"	"TRMT1"	chr19	-	13116171	13116431	13116186	13116431	13115996	13116052	759	9,24,17	0,15,8	7,29,28	2,8,0	164	149	0.0850747290115	0.4290662591381235	1.0,0.592,0.659	0.761,0.767,1.0	-0.092
760	"ENSG00000008441.19"	"NFIX"	chr19	+	13025020	13025552	13025020	13025368	13073046	13073109	760	38,0,203	0,0,2	15,0,629	0,0,0	298	149	1	1.0	1.0,NA,0.981	1.0,NA,1.0	-0.01
761	"ENSG00000179218.15"	"CALR"	chr19	+	12940743	12940975	12940743	12940887	12943536	12943629	761	1,13,24	9952,11779,22850	4,11,3	1715,15670,5157	237	149	1	1.0	0.0,0.001,0.001	0.001,0.0,0.0	0.0
762	"ENSG00000179115.11"	"FARSA"	chr19	-	12928534	12928663	12928572	12928663	12928341	12928457	762	1710,1253,1939	4,4,0	384,955,747	0,2,0	187	149	1	1.0	0.997,0.996,1.0	1.0,0.997,1.0	-0.001
763	"ENSG00000179115.11"	"FARSA"	chr19	-	12930428	12930749	12930611	12930749	12930222	12930341	763	848,622,906	0,2,1	210,413,306	0,0,0	298	149	1	1.0	1.0,0.994,0.998	1.0,1.0,1.0	-0.003
764	"ENSG00000105607.13"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891486	12891522	764	56,237,117	0,0,0	26,84,75	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.977,1.0	0.008
765	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891660	12891486	12891522	12891830	12891974	765	6,16,3	55,181,94	3,15,0	10,54,52	287	149	0.0961702817118	0.46817669533264966	0.054,0.044,0.016	0.135,0.126,0.0	-0.049
766	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12892115	12892178	766	138,332,238	0,0,2	39,131,96	0,0,0	298	149	1	1.0	1.0,1.0,0.983	1.0,1.0,1.0	-0.006
768	"ENSG00000235954.9"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27999429	28001658	768	1,11,2	0,0,0	6,29,41	0,0,3	298	149	0.72915566833	1.0	1.0,1.0,1.0	1.0,1.0,0.872	0.043
770	"ENSG00000095066.12"	"HOOK2"	chr19	-	12774560	12774741	12774634	12774741	12772993	12773044	770	5,3,11	0,0,0	6,15,10	4,8,1	223	149	1.09262980552e-07	7.953005330446244e-06	1.0,1.0,1.0	0.501,0.556,0.87	0.358
771	"ENSG00000095066.12"	"HOOK2"	chr19	-	12774560	12774741	12774668	12774741	12772993	12773044	771	8,10,14	16,22,11	22,31,16	6,42,16	257	149	0.120037911403	0.5443522357882137	0.225,0.209,0.425	0.68,0.3,0.367	-0.163
772	"ENSG00000095066.12"	"HOOK2"	chr19	-	12774634	12774741	12774668	12774741	12772993	12773044	772	3,7,3	16,22,11	20,24,7	6,42,16	183	149	0.0101877811702	0.09042558986603746	0.132,0.206,0.182	0.731,0.318,0.263	-0.264
773	"ENSG00000095059.17"	"DHPS"	chr19	-	12679456	12679719	12679622	12679719	12677290	12677396	773	806,839,1012	0,0,3	875,765,799	1,0,0	298	149	1	1.0	1.0,1.0,0.994	0.998,1.0,1.0	-0.001
774	"ENSG00000095059.17"	"DHPS"	chr19	-	12679622	12679719	12679624	12679719	12679461	12679543	774	496,499,592	0,0,3	469,439,501	2,0,0	151	149	1	1.0	1.0,1.0,0.995	0.996,1.0,1.0	-0.0
775	"ENSG00000095059.17"	"DHPS"	chr19	-	12680149	12680325	12680160	12680325	12679800	12679922	775	2,14,8	573,498,534	10,19,11	466,461,582	160	149	0.0278600768809	0.19033352418738161	0.003,0.026,0.014	0.02,0.037,0.017	-0.01
776	"ENSG00000095059.17"	"DHPS"	chr19	-	12680149	12680325	12680195	12680325	12679800	12679922	776	184,198,186	28,15,11	150,214,181	30,34,18	195	149	0.0239199522442	0.1714787804523899	0.834,0.91,0.928	0.793,0.828,0.885	0.055
777	"ENSG00000095059.17"	"DHPS"	chr19	-	12680160	12680325	12680195	12680325	12679800	12679922	777	755,682,712	28,15,11	606,656,752	30,34,18	184	149	0.0104600540231	0.09204284414943176	0.956,0.974,0.981	0.942,0.94,0.971	0.019
778	"ENSG00000123154.12"	"WDR83"	chr19	+	12669976	12670097	12669976	12670080	12670179	12670285	778	94,81,185	3,2,7	62,71,104	2,12,2	166	149	0.0881013250589	0.4396995902557925	0.966,0.973,0.96	0.965,0.842,0.979	0.038
781	"ENSG00000130159.15"	"ECSIT"	chr19	-	11507701	11508048	11507990	11508048	11507456	11507562	781	550,411,954	10,0,2	340,292,489	6,0,5	298	149	0.423128363213	1.0	0.965,1.0,0.996	0.966,1.0,0.98	0.005
783	"ENSG00000205517.13"	"RGL3"	chr19	-	11415936	11416148	11415946	11416148	11406721	11406864	783	6,4,30	0,0,2	12,12,60	2,0,0	159	149	1	1.0	1.0,1.0,0.934	0.849,1.0,1.0	0.028
784	"ENSG00000187266.14"	"EPOR"	chr19	-	11382846	11383232	11383096	11383232	11381929	11382105	784	0,2,3	0,4,0	4,4,7	0,18,12	298	149	1	1.0	NA,0.2,1.0	1.0,0.1,0.226	0.158
785	"ENSG00000197256.11"	"KANK2"	chr19	-	11195555	11195820	11195621	11195820	11194474	11194590	785	143,63,77	17,13,7	85,43,171	16,5,47	215	149	0.0545948829257	0.31228464091708363	0.854,0.771,0.884	0.786,0.856,0.716	0.05
789	"ENSG00000213339.9"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10707301	10707380	789	347,349,340	0,0,1	243,296,235	0,0,0	298	149	1	1.0	1.0,1.0,0.994	1.0,1.0,1.0	-0.002
790	"ENSG00000213339.9"	"QTRT1"	chr19	+	10712160	10712628	10712160	10712299	10712757	10712867	790	462,507,667	0,1,1	520,571,372	0,0,0	298	149	1	1.0	1.0,0.996,0.997	1.0,1.0,1.0	-0.002
792	"ENSG00000129353.15"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10635162	10635255	792	19,308,143	0,0,0	38,351,216	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.982	0.006
793	"ENSG00000129347.21"	"KRI1"	chr19	-	10564928	10565790	10565716	10565790	10562728	10562837	793	177,209,103	0,2,0	83,153,111	0,0,0	298	149	1	1.0	1.0,0.981,1.0	1.0,1.0,1.0	-0.006
794	"ENSG00000076662.11"	"ICAM3"	chr19	-	10334159	10334408	10334228	10334408	10333777	10334059	794	146,142,568	3,0,0	72,125,110	0,0,0	218	149	1	1.0	0.971,1.0,1.0	1.0,1.0,1.0	-0.01
796	"ENSG00000267673.7"	"FDX2"	chr19	-	10315385	10315759	10315704	10315759	10310852	10310940	796	235,216,403	0,0,2	118,209,142	0,0,0	298	149	1	1.0	1.0,1.0,0.99	1.0,1.0,1.0	-0.003
798	"ENSG00000130811.12"	"EIF3G"	chr19	-	10116799	10116989	10116823	10116989	10115966	10116074	798	2480,2227,5416	8,4,9	2761,3025,4960	5,5,12	173	149	1	1.0	0.996,0.998,0.998	0.998,0.998,0.997	-0.0
800	"ENSG00000130811.12"	"EIF3G"	chr19	-	10119066	10119171	10119087	10119171	10118867	10118956	800	19,19,1	2351,2280,4245	22,17,0	2306,2941,4955	170	149	1	1.0	0.007,0.007,0.0	0.008,0.005,0.0	0.0
802	"ENSG00000127452.9"	"FBXL12"	chr19	-	9818727	9819079	9818753	9819079	9818544	9818617	802	54,167,108	5,25,19	37,142,63	11,44,25	175	149	0.000158569925777	0.0035262931113266187	0.902,0.85,0.829	0.741,0.733,0.682	0.142
803	"ENSG00000196605.7"	"ZNF846"	chr19	-	9764809	9765035	9764935	9765035	9763281	9763408	803	4,3,2	4,6,21	3,6,4	32,40,42	275	149	0.161830532252	0.6658577846844405	0.351,0.213,0.049	0.048,0.075,0.049	0.147
804	"ENSG00000196605.7"	"ZNF846"	chr19	-	9764809	9765035	9764935	9765035	9763281	9763461	804	1,3,2	2,0,0	2,6,2	0,0,0	275	149	0.452359321834	1.0	0.213,1.0,1.0	1.0,1.0,1.0	-0.262
807	"ENSG00000267106.9"	"ZNF561-AS1"	chr19	+	9626783	9627806	9626783	9626860	9632227	9632417	807	2,4,9	8,12,21	0,12,3	12,14,18	298	149	0.671626519307	1.0	0.111,0.143,0.176	0.0,0.3,0.077	0.018
808	"ENSG00000174652.20"	"ZNF266"	chr19	-	9418761	9418895	9418765	9418895	9418504	9418631	808	2,2,1	4,8,8	0,5,0	6,11,4	153	149	0.939809645311	1.0	0.327,0.196,0.109	0.0,0.307,0.0	0.108
809	"ENSG00000174652.20"	"ZNF266"	chr19	-	9418761	9419299	9419050	9419299	9418504	9418631	809	12,19,8	7,26,2	6,22,8	0,2,6	298	149	0.0363352414849	0.23497508291619804	0.462,0.268,0.667	1.0,0.846,0.4	-0.283
810	"ENSG00000174652.20"	"ZNF266"	chr19	-	9418761	9419299	9419216	9419299	9418504	9418631	810	6,21,6	4,42,18	2,26,14	1,14,24	298	149	0.136293016392	0.5912964440417359	0.429,0.2,0.143	0.5,0.481,0.226	-0.145
811	"ENSG00000174652.20"	"ZNF266"	chr19	-	9419050	9419299	9419216	9419299	9418504	9418631	811	11,45,7	4,42,18	2,23,20	1,14,24	298	149	0.712608251002	1.0	0.579,0.349,0.163	0.5,0.451,0.294	-0.051
812	"ENSG00000174652.20"	"ZNF266"	chr19	-	9419050	9419299	9419216	9419299	9418765	9418895	812	7,23,8	0,0,2	2,21,17	0,0,6	298	149	0.0163824357386	0.128427295993965	1.0,1.0,0.667	1.0,1.0,0.586	0.027
814	"ENSG00000174652.20"	"ZNF266"	chr19	-	9434064	9434235	9434074	9434235	9433667	9433786	814	0,0,0	4,10,4	3,1,4	2,12,7	159	149	1.74403569303e-05	0.0006370114726832481	0.0,0.0,0.0	0.584,0.072,0.349	-0.335
815	"ENSG00000270011.9"	"ZNF559-ZNF177"	chr19	+	9337795	9338017	9337795	9337858	9338493	9338582	815	5,28,4	8,22,10	6,25,14	3,12,24	298	149	0.366754559898	1.0	0.238,0.389,0.167	0.5,0.51,0.226	-0.147
817	"ENSG00000167785.9"	"ZNF558"	chr19	-	8821441	8822091	8822002	8822091	8821179	8821306	817	39,38,5	32,35,6	71,54,36	9,37,38	298	149	0.133021033103	0.5813445952054906	0.379,0.352,0.294	0.798,0.422,0.321	-0.172
819	"ENSG00000142303.14"	"ADAMTS10"	chr19	-	8595761	8595903	8595772	8595903	8592762	8592870	819	19,1,4	8,0,0	69,24,24	59,5,7	160	149	0.176245519041	0.7117314413156628	0.689,1.0,1.0	0.521,0.817,0.761	0.197
822	"ENSG00000099783.13"	"HNRNPM"	chr19	+	8465323	8465515	8465323	8465362	8466234	8466388	822	2532,4135,1709	0,3,0	543,1105,891	0,0,0	298	149	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
824	"ENSG00000105373.19"	"NOP53"	chr19	+	47755755	47756604	47755755	47755822	47756687	47756744	824	1460,1271,1313	0,0,0	5610,5244,5299	0,2,2	298	149	1	1.0	1.0,1.0,1.0	1.0,0.999,0.999	0.001
832	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154450028	154450099	832	749,373,1037	0,0,4	1028,783,977	0,0,0	298	149	1	1.0	1.0,1.0,0.992	1.0,1.0,1.0	-0.003
833	"ENSG00000076944.18"	"STXBP2"	chr19	+	7647161	7647511	7647161	7647247	7647724	7647873	833	296,257,3	9,8,3	172,172,6	0,2,0	298	149	0.000503980344784	0.00912748890359499	0.943,0.941,0.333	1.0,0.977,1.0	-0.253
834	"ENSG00000076924.12"	"XAB2"	chr19	-	7620274	7620669	7620546	7620669	7619945	7620075	834	237,352,659	0,0,4	188,470,411	0,0,0	298	149	1	1.0	1.0,1.0,0.988	1.0,1.0,1.0	-0.004
835	"ENSG00000032444.17"	"PNPLA6"	chr19	+	7535126	7535213	7535126	7535202	7535508	7535577	835	8,4,0	0,2,0	0,0,3	0,0,0	160	149	1	1.0	1.0,0.651,NA	NA,NA,1.0	-0.174
836	"ENSG00000032444.17"	"PNPLA6"	chr19	+	7542760	7543084	7542760	7542928	7549906	7550112	836	241,163,222	0,0,3	74,202,239	0,0,0	298	149	1	1.0	1.0,1.0,0.974	1.0,1.0,1.0	-0.009
837	"ENSG00000130254.12"	"SAFB2"	chr19	-	5616127	5616335	5616131	5616335	5613464	5613527	837	16,11,4	235,329,162	6,17,15	59,152,131	153	149	0.000386511121921	0.007520862247379458	0.062,0.032,0.023	0.09,0.098,0.1	-0.057
838	"ENSG00000077463.15"	"SIRT6"	chr19	-	4175679	4175937	4175841	4175937	4174703	4174946	838	6,6,22	0,0,2	4,18,5	0,0,0	298	149	1	1.0	1.0,1.0,0.846	1.0,1.0,1.0	-0.051
839	"ENSG00000077463.15"	"SIRT6"	chr19	-	4175679	4175937	4175841	4175937	4175027	4175151	839	130,101,325	0,2,0	109,155,138	0,0,0	298	149	1	1.0	1.0,0.962,1.0	1.0,1.0,1.0	-0.013
840	"ENSG00000182240.16"	"BACE2"	chr21	+	41241818	41241947	41241818	41241939	41243375	41243510	840	243,0,410	16,2,33	118,0,372	9,0,99	157	149	1	1.0	0.935,0.0,0.922	0.926,NA,0.781	-0.234
841	"ENSG00000104969.11"	"SGTA"	chr19	-	2757564	2757782	2757692	2757782	2757336	2757457	841	4,23,10	1148,1215,1700	0,11,5	325,790,839	277	149	1	1.0	0.002,0.01,0.003	0.0,0.007,0.003	0.002
842	"ENSG00000104969.11"	"SGTA"	chr19	-	2768964	2769091	2768968	2769091	2767579	2767686	842	10,10,14	925,949,948	3,16,5	171,499,659	153	149	0.233437769518	0.8555023190071099	0.01,0.01,0.014	0.017,0.03,0.007	-0.007
843	"ENSG00000099875.16"	"MKNK2"	chr19	-	2051095	2051244	2051217	2051244	2050800	2050947	843	21,16,13	0,0,2	6,93,15	0,1,0	271	149	1	1.0	1.0,1.0,0.781	1.0,0.981,1.0	-0.067
844	"ENSG00000133275.16"	"CSNK1G2"	chr19	+	1979494	1979643	1979494	1979618	1979751	1979835	844	713,1228,1358	14,32,15	291,1022,596	14,21,15	174	149	0.108532503804	0.5096692235313467	0.978,0.97,0.987	0.947,0.977,0.971	0.013
845	"ENSG00000129968.17"	"ABHD17A"	chr19	-	1878663	1880115	1879920	1880115	1877507	1877687	845	15,26,20	164,371,326	2,26,6	77,301,238	298	149	0.201930632739	0.7775161818890353	0.044,0.034,0.03	0.013,0.041,0.012	0.014
846	"ENSG00000129968.17"	"ABHD17A"	chr19	-	1881234	1881804	1881261	1881804	1879920	1880115	846	629,993,1222	6,0,30	331,875,814	3,5,7	176	149	0.177001917841	0.7134639573640308	0.989,1.0,0.972	0.989,0.993,0.99	-0.004
848	"ENSG00000130270.16"	"ATP8B3"	chr19	-	1811488	1811884	1811600	1811884	1810621	1810683	848	54,0,17	10,2,12	12,0,19	0,3,1	261	149	0.164862841423	0.6757826064097643	0.755,0.0,0.447	1.0,0.0,0.916	-0.238
849	"ENSG00000071564.19"	"TCF3"	chr19	-	1615284	1615821	1615685	1615821	1612206	1612430	849	5,21,6	29,33,91	2,20,10	30,47,115	298	149	0.491474339466	1.0	0.079,0.241,0.032	0.032,0.175,0.042	0.034
850	"ENSG00000071564.19"	"TCF3"	chr19	-	1631950	1632116	1632037	1632116	1627358	1627426	850	51,44,21	167,215,155	4,18,11	40,121,130	236	149	0.00184299258667	0.024895631263736485	0.162,0.114,0.079	0.059,0.086,0.051	0.053
851	"ENSG00000185761.11"	"ADAMTSL5"	chr19	-	1511035	1511136	1511075	1511136	1510844	1510917	851	12,0,6	8,0,8	12,2,10	6,0,4	189	149	1	1.0	0.542,NA,0.372	0.612,1.0,0.663	-0.301
852	"ENSG00000119559.17"	"C19orf25"	chr19	-	1478653	1478905	1478773	1478905	1461142	1461824	852	18,17,15	72,11,93	4,8,4	57,34,108	269	149	0.000278441224997	0.005742740470127401	0.122,0.461,0.082	0.037,0.115,0.02	0.164
853	"ENSG00000099622.14"	"CIRBP"	chr19	+	1269331	1269410	1269331	1269407	1270927	1271036	853	467,1461,569	0,0,0	1671,2165,1895	1,0,0	152	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
854	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271139	1271467	1271139	1271365	1271550	1271632	854	343,1009,422	0,1,4	1151,2249,1775	7,0,1	251	149	1	1.0	1.0,0.998,0.984	0.99,1.0,0.999	-0.002
855	"ENSG00000118046.17"	"STK11"	chr19	+	1221212	1222006	1221212	1221340	1222984	1223172	855	266,402,530	0,2,0	88,202,230	0,0,0	298	149	1	1.0	1.0,0.99,1.0	1.0,1.0,1.0	-0.003
856	"ENSG00000167468.20"	"GPX4"	chr19	+	1105185	1105280	1105185	1105274	1105365	1105510	856	4362,3856,6634	32,10,31	5540,5360,5157	12,10,21	155	149	1	1.0	0.992,0.997,0.995	0.998,0.998,0.996	-0.003
857	"ENSG00000099817.12"	"POLR2E"	chr19	-	1093903	1095375	1095258	1095375	1089471	1089551	857	3,2,12	0,0,2	0,0,2	0,0,0	298	149	1	1.0	1.0,1.0,0.75	NA,NA,1.0	-0.083
858	"ENSG00000099817.12"	"POLR2E"	chr19	-	1093903	1095375	1095258	1095375	1090086	1090145	858	0,1,2	0,0,2	3,8,6	0,0,0	298	149	1	1.0	NA,1.0,0.333	1.0,1.0,1.0	-0.334
859	"ENSG00000099817.12"	"POLR2E"	chr19	-	1093903	1095375	1095258	1095375	1091791	1091907	859	1603,1732,1920	18,9,31	420,723,617	3,2,7	298	149	0.0434184400657	0.2658761404575395	0.978,0.99,0.969	0.986,0.994,0.978	-0.007
860	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1057429	1056906	1057084	1058617	1058747	860	1,1,2	0,0,1	0,7,0	2,0,0	298	149	1	1.0	1.0,1.0,0.5	0.0,1.0,NA	0.333
861	"ENSG00000105443.17"	"CYTH2"	chr19	+	48474837	48474953	48474837	48474949	48478068	48478145	861	0,3,0	346,138,346	0,0,0	253,286,239	153	149	1	1.0	0.0,0.021,0.0	0.0,0.0,0.0	0.007
862	"ENSG00000065268.11"	"WDR18"	chr19	+	989761	990103	989761	989895	990222	990364	862	6,11,16	455,853,745	6,31,7	114,450,252	298	149	1.94663714408e-05	0.0006875357770058806	0.007,0.006,0.011	0.026,0.033,0.014	-0.016
863	"ENSG00000065268.11"	"WDR18"	chr19	+	991080	991145	991080	991139	991226	991351	863	432,741,863	0,4,0	108,439,193	0,0,0	155	149	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
864	"ENSG00000101544.9"	"ADNP2"	chr18	+	80117529	80117650	80117529	80117584	80133102	80133192	864	139,154,6	0,2,0	33,51,41	0,0,2	215	149	1	1.0	1.0,0.982,1.0	1.0,1.0,0.934	0.016
865	"ENSG00000131196.18"	"NFATC1"	chr18	+	79450953	79451126	79450953	79451041	79451675	79451816	865	25,91,42	1,1,4	4,74,20	0,2,0	234	149	0.0850040755374	0.4290662591381235	0.941,0.983,0.87	1.0,0.959,1.0	-0.055
866	"ENSG00000131196.18"	"NFATC1"	chr18	+	79486247	79486937	79486247	79486630	79527527	79529323	866	4,32,11	0,3,2	13,45,43	4,8,5	298	149	0.135300681989	0.5893376807755377	1.0,0.842,0.733	0.619,0.738,0.811	0.136
873	"ENSG00000197563.11"	"PIGN"	chr18	-	62088390	62088842	62088755	62088842	62085208	62085264	873	5,1,0	49,84,39	0,0,0	36,24,38	298	149	0.616202926975	1.0	0.049,0.006,0.0	0.0,0.0,0.0	0.018
874	"ENSG00000197563.11"	"PIGN"	chr18	-	62186843	62187077	62187022	62187077	62161132	62161385	874	22,12,3	0,2,0	9,17,22	0,0,0	298	149	1	1.0	1.0,0.75,1.0	1.0,1.0,1.0	-0.083
876	"ENSG00000172175.16"	"MALT1"	chr18	+	58734306	58734566	58734306	58734381	58735201	58735329	876	3,9,3	149,135,54	0,0,2	49,62,58	298	149	0.0900125428413	0.4460814263217518	0.01,0.032,0.027	0.0,0.0,0.017	0.017
878	"ENSG00000066926.13"	"FECH"	chr18	-	57580054	57580199	57580072	57580199	57573245	57573365	878	25,4,3	228,166,55	4,2,5	43,72,29	167	149	0.87427836814	1.0	0.089,0.021,0.046	0.077,0.024,0.133	-0.026
883	"ENSG00000196628.20"	"TCF4"	chr18	-	55232508	55232671	55232520	55232671	55228846	55229076	883	3,54,16	0,34,25	6,26,52	4,15,37	161	149	0.932286934839	1.0	1.0,0.595,0.372	0.581,0.616,0.565	0.068
886	"ENSG00000101751.11"	"POLI"	chr18	+	54283921	54284065	54283921	54284013	54287280	54287411	886	1,1,0	73,90,18	10,26,2	37,103,47	201	149	1.05232089709e-09	1.3230911586873885e-07	0.01,0.008,0.0	0.167,0.158,0.031	-0.113
887	"ENSG00000187323.13"	"DCC"	chr18	+	53486796	53486958	53486796	53486952	53499297	53499510	887	2,0,0	0,0,0	0,0,0	0,0,1	155	149	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
889	"ENSG00000141644.19"	"MBD1"	chr18	-	50279875	50280017	50279882	50280017	50277089	50277204	889	4,0,3	127,1,67	0,0,4	71,2,76	156	149	0.385366267899	1.0	0.029,0.0,0.041	0.0,0.0,0.048	0.007
891	"ENSG00000167315.18"	"ACAA2"	chr18	-	49813681	49813953	49813816	49813953	49802686	49802853	891	143,274,34	8,33,4	82,202,29	4,18,4	284	149	0.486148286577	1.0	0.904,0.813,0.817	0.915,0.855,0.792	-0.009
894	"ENSG00000267228.7"	"ENSG00000267228"	chr18	-	47136301	47136449	47136338	47136449	47134655	47134704	894	15,21,3	61,89,27	2,38,8	22,63,21	186	149	0.123164473936	0.5526762735714262	0.165,0.159,0.082	0.068,0.326,0.234	-0.074
895	"ENSG00000167216.19"	"KATNAL2"	chr18	+	46946056	46946546	46946056	46946275	46946853	46946923	895	13,34,10	16,19,6	12,3,12	6,6,11	298	149	0.622191200267	1.0	0.289,0.472,0.455	0.5,0.2,0.353	0.054
896	"ENSG00000167216.19"	"KATNAL2"	chr18	+	47054395	47054450	47054395	47054438	47058234	47058352	896	0,0,0	9,15,6	0,0,1	11,2,5	161	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.156	-0.052
897	"ENSG00000167216.19"	"KATNAL2"	chr18	+	47054395	47054639	47054395	47054438	47058234	47058352	897	0,1,0	9,15,6	1,1,3	11,2,5	298	149	0.0661509166756	0.35604963386294003	0.0,0.032,0.0	0.043,0.2,0.231	-0.147
899	"ENSG00000152240.13"	"HAUS1"	chr18	+	46105193	46105408	46105193	46105368	46118180	46118316	899	5,3,2	257,510,290	4,6,4	89,167,116	189	149	0.0206897695883	0.1533670221862873	0.015,0.005,0.005	0.034,0.028,0.026	-0.021
901	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46094979	46095131	46095052	46095131	46091681	46091851	901	2,5,0	2102,2921,1122	2,20,2	1223,1942,1222	222	149	1	1.0	0.001,0.001,0.0	0.001,0.007,0.001	-0.002
902	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46094979	46095131	46095052	46095131	46093179	46093362	902	0,5,0	0,2,0	2,14,0	1,4,0	222	149	1	1.0	NA,0.627,NA	0.573,0.701,NA	-0.01
914	"ENSG00000141428.17"	"C18orf21"	chr18	+	35972624	35972840	35972624	35972805	35974895	35975095	914	53,40,28	5,0,4	23,26,2	0,0,2	184	149	0.0759386594123	0.39406139485096214	0.896,1.0,0.85	1.0,1.0,0.447	0.1
920	"ENSG00000154065.17"	"ANKRD29"	chr18	-	23629852	23629951	23629856	23629951	23617731	23617827	920	0,0,5	0,0,0	6,0,7	0,0,2	153	149	1	1.0	NA,NA,1.0	1.0,NA,0.773	0.113
921	"ENSG00000154065.17"	"ANKRD29"	chr18	-	23629852	23629951	23629856	23629951	23619530	23619629	921	33,0,30	0,0,0	63,0,151	0,0,4	153	149	1	1.0	1.0,NA,1.0	1.0,NA,0.974	0.013
922	"ENSG00000105372.8"	"RPS19"	chr19	+	41860254	41860445	41860254	41860289	41860774	41860845	922	151,69,145	16260,8298,10510	13,3,25	27067,17374,10343	298	149	1	1.0	0.005,0.004,0.007	0.0,0.0,0.001	0.005
923	"ENSG00000100209.11"	"HSCB"	chr22	+	28743881	28743978	28743881	28743923	28744614	28744704	923	152,126,209	4,2,3	229,184,180	2,2,2	204	149	0.256102131178	0.9060582974251971	0.965,0.979,0.981	0.988,0.985,0.985	-0.011
924	"ENSG00000100209.11"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28745863	28746008	924	13,23,28	63,37,91	29,22,38	101,79,75	154	149	0.918702867158	1.0	0.166,0.376,0.229	0.217,0.212,0.329	0.004
925	"ENSG00000100209.11"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28751240	28751288	925	3,4,17	11,6,18	3,2,1	12,5,14	154	149	0.0102370070928	0.09069045036954795	0.209,0.392,0.477	0.195,0.279,0.065	0.18
930	"ENSG00000101745.17"	"ANKRD12"	chr18	+	9208656	9208803	9208656	9208797	9211583	9211784	930	33,33,3	7,2,0	7,30,75	0,0,6	155	149	0.0999508451658	0.47998302228444145	0.819,0.941,1.0	1.0,1.0,0.923	-0.054
931	"ENSG00000178127.13"	"NDUFV2"	chr18	+	9124873	9124996	9124873	9124983	9126830	9126907	931	59,36,34	1662,1811,2984	52,26,52	1310,1128,1483	162	149	0.00188858201394	0.025352168893830983	0.032,0.018,0.01	0.035,0.021,0.031	-0.009
932	"ENSG00000178127.13"	"NDUFV2"	chr18	+	9124873	9124996	9124873	9124983	9134185	9134341	932	16,9,7	8,7,5	16,13,18	0,0,2	162	149	2.74217205609e-08	2.56118870038806e-06	0.648,0.542,0.563	1.0,1.0,0.892	-0.38
937	"ENSG00000262001.3"	"DLGAP1-AS2"	chr18	+	3606553	3606697	3606553	3606640	3607801	3608465	937	7,59,4	0,0,0	2,154,2	2,0,0	206	149	0.677414026816	1.0	1.0,1.0,1.0	0.42,1.0,1.0	0.193
940	"ENSG00000132204.14"	"LINC00470"	chr18	-	1269669	1269852	1269686	1269852	1254382	1255214	940	0,1,0	0,0,0	0,0,0	2,0,0	166	149	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
942	"ENSG00000132204.14"	"LINC00470"	chr18	-	1361142	1361221	1361176	1361221	1358725	1358894	942	1,1,0	0,0,0	2,0,0	2,0,0	183	149	1	1.0	1.0,1.0,NA	0.449,NA,NA	0.551
943	"ENSG00000132199.20"	"ENOSF1"	chr18	-	712377	712630	712503	712630	706469	706578	943	2,2,0	109,104,6	0,2,0	23,33,6	275	149	1	1.0	0.01,0.01,0.0	0.0,0.032,0.0	-0.004
944	"ENSG00000141556.22"	"TBCD"	chr17	+	82932657	82932855	82932657	82932735	82937270	82937360	944	6,12,9	255,166,464	4,2,4	85,95,85	269	149	0.772987469085	1.0	0.013,0.038,0.011	0.025,0.012,0.025	-0.0
